Date,Open,High,Low,Close,Volume
2020-08-06 04:00:00,10.0,10.15,10.0,10.13,2985.84
2020-08-06 08:00:00,10.13,10.34,10.05,10.06,2475.12
2020-08-06 12:00:00,10.06,10.46,10.0,10.29,3514.81
2020-08-06 16:00:00,10.27,10.27,10.0,10.06,3113.34
2020-08-06 20:00:00,10.02,10.1,9.72,9.85,3698.11
2020-08-07 00:00:00,9.92,10.02,9.78,9.98,2424.79
2020-08-07 04:00:00,9.85,9.93,9.5,9.78,3550.32
2020-08-07 08:00:00,9.77,10.19,9.77,9.86,8796.12
2020-08-07 12:00:00,10.04,10.07,9.52,9.81,12984.71
2020-08-07 16:00:00,9.65,9.67,8.14,8.97,29536.99
2020-08-07 20:00:00,9.18,9.5,9.06,9.37,2184.75
2020-08-08 00:00:00,9.39,9.39,8.96,8.99,611.71
2020-08-08 04:00:00,8.95,9.29,8.91,9.24,2020.43
2020-08-08 08:00:00,9.17,9.61,9.06,9.61,4085.86
2020-08-08 12:00:00,9.68,9.86,9.42,9.77,5337.63
2020-08-08 16:00:00,9.5,9.73,9.4,9.5,783.06
2020-08-08 20:00:00,9.56,10.08,9.43,10.03,3075.83
2020-08-09 00:00:00,9.9,10.04,9.69,9.98,815.05
2020-08-09 04:00:00,9.92,9.92,9.62,9.72,1283.06
2020-08-09 08:00:00,9.81,9.81,9.33,9.65,4537.94
2020-08-09 12:00:00,9.65,9.65,9.13,9.33,912.85
2020-08-09 16:00:00,9.36,9.68,9.16,9.57,2149.62
2020-08-09 20:00:00,9.67,9.67,9.4,9.49,6579.78
2020-08-10 00:00:00,9.62,9.91,9.56,9.9,7676.55
2020-08-10 04:00:00,9.86,9.97,9.63,9.85,3605.38
2020-08-10 08:00:00,9.74,9.85,9.36,9.74,11377.44
2020-08-10 12:00:00,9.62,9.9,9.61,9.83,823.24
2020-08-10 16:00:00,9.84,9.91,9.7,9.79,5954.67
2020-08-10 20:00:00,9.78,9.9,9.6,9.8,1665.72
2020-08-11 00:00:00,9.92,10.01,9.73,9.75,4249.41
2020-08-11 04:00:00,9.75,9.8,9.41,9.58,1403.98
2020-08-11 08:00:00,9.58,9.66,9.11,9.45,1646.89
2020-08-11 12:00:00,9.38,9.38,8.47,8.79,5623.85
2020-08-11 16:00:00,8.85,8.96,8.21,8.74,2702.2
2020-08-11 20:00:00,8.6,8.62,8.13,8.58,7567.66
2020-08-12 00:00:00,8.54,8.58,8.16,8.33,9311.48
2020-08-12 04:00:00,8.41,9.1,7.89,9.03,12815.09
2020-08-12 08:00:00,9.06,9.32,8.93,9.02,8785.76
2020-08-12 12:00:00,9.02,9.39,8.9,9.26,9176.51
2020-08-12 16:00:00,9.28,9.34,8.8,9.02,13406.02
2020-08-12 20:00:00,9.09,9.16,8.88,8.91,6787.66
2020-08-13 00:00:00,8.91,9.01,8.75,8.95,3526.35
2020-08-13 04:00:00,8.81,8.92,8.54,8.62,2849.69
2020-08-13 08:00:00,8.683,8.749,8.085,8.57,9600.5
